,Объем багажника минимальный [л],Объем багажника максимальный [л],Полная масса [кг],Грузоподъёмность [кг],Максимальный крутящий момент [Н*м],Мощность двигателя [л.с.],Объём топливного бака [л],Разгон до 100 км/ч [сек],Максимальная скорость [км/ч],Расход топлива в городе на 100 км [л],Расход топлива на шоссе на 100 км [л],Расход топлива в смешанном цикле на 100 км [л]
1091,460.0,470.0,2410.0,520.0,190.14000438563357,84.0,92.0,9.6,132.2850010964084,14.417199912287328,9.271499890359161,11.045700021928168
1092,442.1781042432631,470.0,2540.1978936036257,520.0,188.0,175.0,69.79208425585497,10.788126383782462,191.13852552253795,14.499023278015684,8.7445642989172,10.942585362880944
1093,460.0,470.0,2720.0,520.0,277.4336379235866,150.1144173731265,89.99084661014987,15.192677288119903,162.55720868656326,15.700915338985013,10.348398156776229,12.34931349576124
1094,435.70627132992234,470.0,2533.0069681443583,520.0,294.0,125.0,70.07972127422568,12.515247440409318,155.0,13.209790955669256,8.495665529070807,10.279721274225672
1095,460.0,470.0,3030.0,520.0,441.0,200.0,88.0,10.062278266203952,192.1589370498902,10.961800949587701,7.2,8.245907244598682
1096,460.0,470.0,2771.82089645829,520.0,315.63582070834195,211.2746275208031,90.0,10.78597001354793,196.82089645829012,15.303581757307002,8.794925190633423,14.022686553125649
1097,460.0,470.0,1680.0,520.0,160.0,114.0,53.0,12.150929821341931,153.85940990299122,11.691247207760702,7.922811801940176,9.345623603880352
1098,460.0,470.0,2500.1220307231806,520.0,233.26846759099698,141.53693518199395,91.79254777059325,9.63050768079511,154.1952491570887,16.414643686781652,11.196339078304586,9.25247321096759
1099,483.93770804820906,470.0,2510.0,520.0,255.0,176.0233594819216,74.40155729879477,11.800778649397387,172.99221350602613,17.001557298794776,10.301557298794773,13.320467189638432
1100,460.0,470.0,2850.0,520.0,240.0,99.0,92.0,9.6,145.0,12.95173747901554,8.734491652677027,10.917245826338512
1101,460.0,470.0,2752.2280583629827,520.0,332.9734929537387,248.58089537366476,89.13528370106819,10.459414889679543,195.74268612099428,17.841910462633525,11.171617907473294,13.55676418505341
1102,460.0,470.0,2638.936908710526,520.0,309.75340950931167,236.97573411943316,69.40097063522268,10.521261825789477,191.57961666032386,17.199029364777328,10.678738174210524,12.958932301255059
1103,460.0,470.0,2360.392070331455,520.0,223.99353904607207,131.12753318511747,77.94441992724566,11.666997069522695,158.93795897331773,15.840198241713619,10.244118945028172,13.893795897331774
1104,460.0,470.0,2647.9537397282015,520.0,302.09964548040864,191.3096065739511,87.2633463021525,9.669572849241153,179.95907479456403,12.571885862831085,7.310498054677125,9.326868136851513
1105,460.0,470.0,3030.0,520.0,441.0,200.0,88.0,10.19172816853931,188.56310642946357,10.559067920099922,7.2,8.202757277153562
1106,449.7692057636506,470.0,2525.4529803394003,520.0,373.0,168.86324508485006,69.45470196605997,11.963589410182008,175.40854311879008,12.013675491514993,7.668205294908996,9.268205294908995
1107,460.0,470.0,2521.5280627515904,520.0,347.58418825477105,180.16632469809159,71.5415811745229,11.041007843948792,180.38877489936385,14.568660233249043,9.08258901847169,11.106185880892172
1108,500.0,470.0,2510.0,534.3964808237863,255.0,172.01550731533007,74.0,12.406202926132034,175.0,16.513621115057283,10.015171846590292,12.048281534097095
1109,460.0,470.0,2698.822264473396,520.0,337.60930368413716,245.7700994736947,83.14385605251105,9.754019894738938,190.7757460527102,17.968970157891594,11.138504973684734,13.584485078945796
1110,496.4740963537186,470.0,2509.1185240884297,520.0,239.38296686190074,117.29183737008292,75.58665664082663,9.6,150.70518072925628,10.355329824289324,7.555628014355403,8.790588860752136
1111,460.0,470.0,2350.0,520.0,235.58265141757082,148.74795425271245,75.0,12.155646477657225,165.0,16.1,10.4,14.5
1112,460.0,470.0,2510.0,520.0,313.0,203.89125936682524,75.0,9.6,185.0,18.2,11.1,13.7
1113,460.0,470.0,2337.199223407317,520.0,240.86429510521958,156.9124193600489,75.0,12.397593787258534,166.2800776592683,16.484023297780496,10.528007765926832,14.243984468146337
1114,460.0,470.0,2720.0,520.0,293.4521911721248,125.0,90.5478088278752,11.709063987319514,150.0,15.354780882787521,11.135657351637441,12.717828675818721
1115,500.0,470.0,2510.0,520.0,240.0,108.48740648414115,74.0,12.861295978923518,147.9648145262941,13.303518547370588,9.203518547370589,11.0
1116,460.0,470.0,2777.955746715496,520.0,314.4088506569008,215.5690227008472,90.0,9.89641672625308,202.95574671549602,13.125709915998918,7.598629390478279,13.93066379926756
1117,460.0,470.0,2645.937526113037,520.0,301.2125114897364,192.5999832876561,86.53750940069344,9.738124112156731,179.91875052226075,12.741247806504866,7.419373589895985,9.451873380991685
1118,415.0,470.0,2510.0,520.0,282.66457040470067,120.80169274248173,71.0,15.419830725751826,152.90084637124087,13.774050782274452,9.495042318562042,11.074050782274451
1119,460.0,470.0,2350.0,520.0,233.0690678143629,141.20720344308873,75.0,12.5,165.0,16.1,10.4,14.5
1120,460.0,470.0,2749.311524494471,520.0,333.8808590461646,248.25683605494123,89.39453115604701,10.381640653185896,194.7705081648237,18.15322262571528,11.339453115604702,13.848632789011754
1121,469.15013325921046,470.0,2510.0,531.4376665740131,255.0,183.1699733481579,74.77124666851974,12.626132662404602,171.1437666574013,17.30262066907566,10.762748001111843,12.516360674634873
1122,415.0,470.0,2510.0,520.0,188.0,173.74887073944083,71.0,11.536540128524717,173.12782315139788,17.637443536972043,10.974887073944085,13.537443536972042
1123,415.0,470.0,2510.0,520.0,317.6553923031639,201.44862768506226,71.0,11.693107846063278,184.6553923031639,17.54135292362033,10.813784307873444,14.16553923031639
1124,460.0,470.0,2720.0,520.0,291.6030469698476,128.86605327443937,89.84535786902242,16.552572590435883,151.93302663721968,15.438660532744393,10.553607360706728,12.384535786902243
1125,460.0,470.0,2720.0,520.0,312.27027123763736,193.47876516974094,91.58301213579276,9.6,184.47876516974094,17.595367596899504,10.693436832397943,13.230888652766856
1126,460.0,470.0,2359.5736220811746,520.0,227.89406822337352,131.9050590228841,77.71252625633281,11.701099079951057,160.6918700634714,15.717055116753016,10.096835300762804,13.813890417515818
1127,460.0,470.0,2738.2137239651142,520.0,294.0,125.0,88.17862760348858,9.6,154.55343099127856,12.659010025058432,7.566186587151577,9.521529686279433
1128,460.0,470.0,2766.842161727686,520.0,327.157838272314,245.9472441990908,88.24562156369147,10.65262706178512,200.61405390922866,17.049102856217612,10.708756872617064,13.549124312738293
1129,460.0,470.0,2530.0,520.0,373.0,170.0,69.0,12.94050336194541,177.0,12.816912758485902,8.669731551566887,10.193322155026394
1130,460.0,470.0,2400.068769377963,520.0,189.60706653909907,93.43466909093551,89.18615132375608,10.08000948006514,135.79321786285513,14.848280765550935,9.648968459330561,11.579321786285515
1131,451.6155604227646,470.0,2510.0,520.0,313.9316043974706,204.62735824101176,74.25471648202351,9.991273846937654,185.0,18.069575384354113,11.044103736151763,13.79316043974706
1132,460.0,470.0,2341.8745394501248,520.0,234.13756447698256,134.17461313810466,75.0,13.133785922890281,161.74981578004986,15.628723288107228,10.221239867902742,13.88246499820947
1133,460.0,470.0,2990.1424304814072,520.0,366.20039821735315,233.39267936725304,88.0,10.899643923796482,195.0178038101759,15.607477600273885,10.137131479504195,11.972126501787281
1134,460.0,470.0,2650.0,520.0,239.8517738090041,152.21199350564308,92.0,10.378610660114102,166.5572213202282,16.324577705618257,10.668855573595435,14.837711147190872
1135,460.0,470.0,2850.0,520.0,251.5890656868433,131.44938392316126,92.0,11.531510947807218,164.31510947807217,15.963292261544085,10.304385692859753,13.904115326930105
1136,460.0,470.0,2330.394719689713,520.0,266.1921316778421,167.25264667305262,75.0,11.119735984485647,172.84211212411483,16.923421773032057,10.674473924344019,14.186315515035407
1137,484.827772064578,470.0,2510.0,551.0347150807225,255.0,180.03444558708438,74.37930569838555,13.527596893713238,173.10347150807226,16.793097407901215,10.52758341903133,10.83101450305786
1138,460.0,470.0,2717.442496518433,520.0,315.4627628817983,181.58323990345536,83.3964937331792,9.804600278525369,178.46549791105974,11.91407433850225,6.995399721474631,8.867524547396275
1139,460.0,470.0,2350.0,520.0,233.61673942512692,142.85021827538074,75.0,12.1,165.0,16.1,10.4,14.5
1140,460.0,470.0,2650.0,520.0,251.8168483307174,160.4476113197304,92.0,11.56947472178623,164.6947472178623,15.690695732914781,10.402905844200289,14.114822588243623
1141,460.0,470.0,2350.0,520.0,234.1888354048096,144.56650621442876,75.0,12.341488612692055,165.0,16.1,10.4,14.5
1142,460.0,470.0,2722.285346001114,520.0,294.0,125.0,89.77146539988863,9.6,150.57133650027845,14.968624829838506,10.83150406977168,12.388637719799524
1143,441.34729371083677,470.0,2510.0,520.0,315.07252292101816,203.75648624738912,73.34198166318549,10.470459626827617,185.0,17.90984679105746,10.975648624738913,13.907252292101813
1144,494.5407256245183,470.0,2508.6351814061295,520.0,239.0446269842907,118.54852834406312,76.45667346896677,9.6,151.09185487509635,10.65983571413837,7.695797392222424,9.114428457893187
1145,460.0,470.0,2072.5,520.0,100.0,64.0,70.0,9.6,199.22201738488639,9.0,5.530664208618636,7.084592046359696
1146,460.0,470.0,2072.5,520.0,99.06859975536237,71.451201957101,70.0,9.6,132.32850061159405,9.0,4.839710036695644,6.480869889913068
1147,460.0,470.0,2324.0418489044537,520.0,244.42158648204037,159.68986878879335,75.0,12.1,167.59581510955462,16.878744532866392,10.659581510955464,13.980836978089073
1148,460.0,470.0,3030.0,520.0,338.1330708067983,243.16737207214715,88.0,10.702145669927162,200.4077263753035,17.267810042178297,10.873818899757204,13.084119097190435
1149,460.0,470.0,2720.0,520.0,293.17413644827315,125.0,90.82586355172687,16.8,150.0,15.441293177586344,10.641293177586343,12.441293177586344
1150,460.0,470.0,2808.3576664878283,520.0,371.1934331366109,166.21532679900722,90.0,12.016423335121718,170.4927000536516,12.343065359801443,8.005109344779003,9.65437935014416
1151,460.0,470.0,3030.0,520.0,431.22793984246243,204.10077524468096,88.0,9.704700644545046,204.56374731439564,12.862427846740617,7.549002148483485,8.844977739316443
1152,460.0,470.0,2525.035471144857,520.0,358.10641343457087,178.68792549650033,70.4893586565429,12.306384806074252,178.9858115420572,14.365954858061475,9.52127552979002,11.294324616822886
1153,460.0,470.0,2072.5,520.0,76.31708988224656,57.06841655090143,70.0,9.6,151.85786022357766,8.422368045908453,5.5422368045908454,7.1
1154,460.0,470.0,2410.0,520.0,184.31026634855948,84.0,92.0,9.6,130.82756658713987,14.53379467302881,9.417243341286014,11.016551331742797
1155,415.0,470.0,2510.0,520.0,314.18577060863083,194.88085816641146,71.0,11.603387916024658,180.16939580123298,18.079672503852045,10.99322416795068,13.716939580123297
1156,460.0,470.0,2822.45892684531,520.0,204.1966048989034,152.70509265164492,90.62294634226552,11.665580486601728,162.21317072168105,16.485254632582247,10.539348291961037,12.852464389281382
1157,460.0,470.0,2751.2198283018433,520.0,315.365948490553,199.14644419809915,89.56099141509218,11.863437551883655,183.90247853773045,17.94151952357722,10.243933259429742,13.102478537730438
1158,500.0,470.0,2510.0,520.0,273.0603206842645,143.27072538728848,74.0,16.223442095171723,157.66209214310604,14.577244083362372,9.10534588989236,10.310348690517671
1159,460.0,470.0,2650.0,520.0,250.81815293245916,171.05737521981038,92.0,11.549756964797258,168.89951392959452,16.511961114367562,10.622009721408109,14.744019442816219
1160,415.0,470.0,2510.0,520.0,324.3804235302368,205.82825411814207,71.0,11.7,185.0,17.5,10.8,14.2
1161,460.0,470.0,2715.151736824068,520.0,327.5447895277956,177.51590520183163,81.33382101294988,9.98786105407455,179.66691050647495,14.466837354532457,8.821316307312019,11.300146303884963
1162,460.0,470.0,2779.5108263136553,520.0,314.0,216.68203710387584,90.0,9.6,205.0,12.4,7.2,13.9
1163,460.0,470.0,2965.0786785620417,520.0,441.0,200.0,88.0,10.41151651797448,194.17977976034027,11.858988988017014,7.63280880958639,8.670505505991494
1164,460.0,470.0,1699.9212583999479,520.0,173.28083893329855,120.64041946664928,53.0,11.63438322133403,159.42694631109953,11.954155704887961,8.032808389332985,9.477077852443982
1165,460.0,470.0,2722.7873596421855,520.0,292.2787359642185,125.0,91.44252807156293,15.796550528813285,150.69683991054632,15.067959255461275,10.212212062617567,12.040085659039422
1166,460.0,470.0,2850.0,520.0,248.02604578400488,121.47292819521365,92.0,10.937674297334146,158.37674297334146,14.600799791414733,9.530660353547415,12.840278875734633
1167,460.0,470.0,2710.0,520.0,343.0,160.0,70.0,10.4,174.73785148567544,10.5,6.4,7.9
1168,460.0,470.0,2720.0,520.0,292.599191823533,125.0,91.40080817646705,16.8,150.0,15.470040408823353,10.670040408823352,12.470040408823353
1169,460.0,470.0,2733.8012614746276,520.0,293.38012614746276,125.0,89.23974770507445,11.986514332268303,153.45031536865696,13.360804471432694,8.284779241940138,10.222791856686415
1170,460.0,470.0,2650.0,520.0,255.0,177.0,92.0,12.1,170.0,16.35892724618304,10.66026818845424,14.82053637690848
1171,415.0,470.0,2510.0,520.0,188.0,173.8535778106735,71.0,11.625541139072475,172.86605547331627,17.642678890533677,10.98535778106735,13.542678890533674
1172,460.0,470.0,2072.5,520.0,59.0,52.0,70.0,9.6,205.0,7.200217977925731,4.060283371303449,6.140152584548011
1173,460.0,470.0,2720.0,520.0,278.02364095912134,181.192643988592,88.0,12.202452003802668,176.74693499524668,14.677145503327335,9.021716402661868,11.151839002852
1174,460.0,470.0,2072.5,520.0,80.80249503390345,58.381218058703446,70.0,9.6,205.0,8.063536343117242,4.757182708805517,6.584944988714483
1175,460.0,470.0,2760.0,520.0,315.50009605179577,203.62497598705104,90.0,10.012526414243842,199.37463980576578,14.162612860860055,8.512584045321317,13.599980789640842
1176,460.0,470.0,2984.67288630718,520.0,441.0,200.0,88.0,10.7266355684641,181.88862973720086,10.279906705392305,7.502180757952136,8.402180757952136
1177,422.35458340184505,470.0,2518.1717593353833,520.0,188.0,173.32687037341535,70.67312962658467,10.687534257280033,179.90305560123002,16.750137029120133,10.295289809181632,12.797228697157031
1178,460.0,470.0,2736.501855830637,520.0,270.54758742017185,120.87453604234074,91.17490720846814,13.829665950485335,150.0,14.633652568891556,10.08118040635111,11.138596893972444
1179,460.0,470.0,1828.250617363596,520.0,181.17865962337086,124.58932981168543,53.0,10.558684890519846,165.58932981168542,11.882382128311612,7.970595532077903,9.088213403766291
1180,460.0,470.0,2720.0,520.0,294.0,125.0,90.0,11.658773761513237,150.0,15.328594080021018,11.09984143985288,12.685623679915931
1181,460.0,470.0,1684.7235226985522,520.0,166.612931777973,116.83411361913129,53.0,12.197001141246137,156.14057950811778,11.763823865072393,8.04723522698552,9.358294319043436
1182,460.0,470.0,2760.0,520.0,318.0,202.46554410874276,90.0,10.7,190.0,17.1,10.7,13.1
1183,500.0,470.0,2510.0,520.0,260.75648206449654,124.34041692902345,74.0,13.958861233544278,150.5189120516124,11.875648206449657,8.078368077418622,8.718912051612413
1184,460.0,470.0,2072.5,520.0,78.38346600402872,65.91633456699498,70.0,9.6,170.2091635825126,8.49701194882125,5.050298805117875,6.352091635825126
1185,460.0,470.0,2735.3071256213248,520.0,294.0,125.0,88.46928743786752,9.6,153.8267814053312,13.080466784907902,8.162039247628414,10.044717388161533
1186,415.0,470.0,2510.0,520.0,317.48509260334345,201.17614816534947,71.0,11.689701852066868,184.48509260334342,17.56178888759879,10.820596295866263,14.148509260334341
1187,460.0,470.0,2720.0,520.0,282.303478471996,141.7181405655241,90.66254875475808,15.730039003806457,158.35907028276205,15.633745124524193,10.465946032082662,12.399691156606854
1188,460.0,470.0,2604.9077186472528,520.0,284.6241614625867,223.88758409509722,69.92449663619611,11.201845627054945,180.58557063988167,16.67550336380389,9.998154372945056,12.383053700184279
1189,415.0,470.0,2510.0,520.0,188.0,175.0,71.0,12.180518575270666,171.23376889626275,17.675324622074744,11.05064924414949,13.575324622074746
1190,460.0,470.0,2730.892074188812,520.0,344.3615092736015,238.19245363199252,91.4553962905594,10.171833894912629,185.0,18.59154721791955,11.382158516223761,14.41830944358391
1191,415.0,470.0,2510.0,520.0,294.0,125.0,71.0,10.153875786978025,150.51284795090558,15.156402573746439,11.125631696692103,12.635888655710215
1192,460.0,470.0,2730.531569333186,520.0,294.0,125.0,88.94684306668141,9.6,152.63289233329647,13.77292244668805,9.141028286696896,10.904317520026542
1193,460.0,470.0,3030.0,520.0,329.0,247.59775068554163,88.0,10.8,200.0,17.7,11.2,13.5
1194,460.0,470.0,2072.5,520.0,59.86381113974559,52.25282277260847,70.0,9.6,205.0,8.02106856438404,5.110534282192019,6.708427425753616
1195,500.0,470.0,2510.0,528.0105570271714,255.0,171.121477983804,74.0,14.483978885945657,175.0,16.971831087565256,11.055809973510913,13.314965411337194
1196,460.0,470.0,2072.5,520.0,98.26601247997695,77.87190016018438,70.0,9.6,134.33496880005762,9.0,4.960098128003457,6.119705615989629
1197,460.0,470.0,2650.0,520.0,247.24829458806795,144.6718604582836,92.0,11.080038761587888,167.96007752317578,16.2,10.7,14.9
1198,415.0,470.0,2510.0,520.0,264.20697985599566,113.9655480948132,71.0,13.682747204919114,147.2413870237033,14.196554809481322,10.086210290429452,11.586210290429452
1199,448.5750146180513,470.0,2510.0,520.0,344.2694428202165,238.6527858989174,73.98444574382678,9.701555425617322,186.2694428202165,17.869944866743705,10.947666861574017,13.496889148765357
