,Марка,Объем багажника минимальный [л],Объем багажника максимальный [л],Тип кузова,Полная масса [кг],Грузоподъёмность [кг],Максимальный крутящий момент [Н*м],Мощность двигателя [л.с.],Объём топливного бака [л],Разгон до 100 км/ч [сек],Максимальная скорость [км/ч],Расход топлива в городе на 100 км [л],Расход топлива на шоссе на 100 км [л],Расход топлива в смешанном цикле на 100 км [л]
1660,BMW,500.0,500.0,Седан,2515.0,580.0,390.0,306.0,88.0,6.9,250.0,16.3,8.2,11.2
1661,BMW,500.0,500.0,Седан,2620.0,580.0,700.0,300.0,88.0,6.8,250.0,13.5,7.2,9.5
1662,BMW,500.0,500.0,Седан,2620.0,580.0,750.0,330.0,88.0,6.6,250.0,13.5,7.2,9.5
1663,BMW,500.0,500.0,Седан,2490.0,580.0,490.0,367.0,88.0,5.9,250.0,16.9,8.3,11.4
1664,BMW,500.0,500.0,Седан,2530.0,580.0,490.0,367.0,88.0,6.0,250.0,16.9,8.3,11.4
1665,BMW,500.0,500.0,Седан,2645.0,540.0,600.0,445.0,88.0,5.5,250.0,20.2,9.5,13.4
1666,BMW,500.0,500.0,Седан,2680.0,500.0,600.0,445.0,88.0,5.6,250.0,20.5,9.7,13.6
1667,BMW,500.0,500.0,Седан,2505.0,640.0,540.0,245.0,80.0,7.2,245.0,9.0,5.5,6.8
1668,BMW,500.0,500.0,Седан,2505.0,684.0,310.0,258.0,82.0,7.7,245.0,14.1,7.3,9.8
1669,BMW,500.0,500.0,Седан,2530.0,630.0,540.0,245.0,80.0,7.3,245.0,9.1,5.6,6.9
1670,BMW,500.0,500.0,Седан,2515.0,660.0,310.0,258.0,82.0,7.8,245.0,14.1,7.3,9.8
1671,BMW,500.0,500.0,Седан,2505.0,630.0,600.0,306.0,80.0,6.3,250.0,9.0,5.7,6.9
1672,BMW,500.0,500.0,Седан,2580.0,630.0,600.0,306.0,80.0,6.0,250.0,8.8,5.9,7.0
1673,BMW,500.0,500.0,Седан,2505.0,645.0,450.0,326.0,82.0,5.9,250.0,13.8,7.6,9.9
1674,BMW,500.0,500.0,Седан,2525.0,630.0,450.0,326.0,82.0,6.0,250.0,14.0,7.7,10.0
1675,BMW,500.0,500.0,Седан,2575.0,630.0,600.0,407.0,82.0,5.2,250.0,16.4,8.5,11.4
1676,BMW,500.0,500.0,Седан,2660.0,630.0,600.0,407.0,82.0,5.1,250.0,17.1,8.9,11.9
1677,BMW,500.0,500.0,Седан,2610.0,630.0,600.0,407.0,82.0,5.3,250.0,16.4,8.5,11.4
1678,BMW,500.0,500.0,Седан,2690.0,630.0,600.0,407.0,82.0,5.1,250.0,17.1,8.9,11.9
1679,BMW,500.0,500.0,Седан,2695.0,590.0,750.0,544.0,82.0,4.6,250.0,18.8,9.5,12.9
1680,BMW,500.0,500.0,Седан,2765.0,590.0,750.0,544.0,82.0,4.6,250.0,18.9,9.6,13.0
1681,BMW,460.0,460.0,Седан,2635.0,590.0,700.0,465.0,80.0,4.9,250.0,12.6,7.6,9.4
1682,BMW,460.0,460.0,Седан,2660.0,590.0,700.0,465.0,80.0,4.9,250.0,12.6,7.6,9.4
1683,BMW,500.0,500.0,Седан,2505.0,590.0,560.0,258.0,80.0,6.1,250.0,6.8,4.9,5.6
1684,BMW,500.0,500.0,Седан,2550.0,565.0,560.0,258.0,80.0,6.0,250.0,7.2,5.3,6.0
1685,BMW,500.0,500.0,Седан,2505.0,665.0,310.0,258.0,80.0,7.4,250.0,12.4,6.3,8.6
1686,BMW,500.0,500.0,Седан,2535.0,585.0,560.0,258.0,80.0,6.2,250.0,6.8,4.9,5.6
1687,BMW,500.0,500.0,Седан,2510.0,645.0,310.0,258.0,80.0,7.5,250.0,12.6,6.4,8.7
1688,BMW,500.0,500.0,Седан,2515.0,650.0,630.0,313.0,80.0,5.5,250.0,6.9,4.9,5.7
1689,BMW,500.0,500.0,Седан,2590.0,575.0,630.0,313.0,80.0,5.4,250.0,7.3,5.3,6.0
1690,BMW,500.0,500.0,Седан,2515.0,650.0,450.0,320.0,80.0,5.7,250.0,10.6,6.3,7.9
1691,BMW,500.0,500.0,Седан,2525.0,650.0,450.0,320.0,82.0,5.7,250.0,10.6,6.3,7.9
1692,BMW,500.0,500.0,Седан,2610.0,615.0,450.0,320.0,80.0,5.6,250.0,11.2,6.6,8.3
1693,BMW,500.0,500.0,Седан,2635.0,565.0,740.0,381.0,80.0,4.9,250.0,7.3,5.9,6.4
1694,BMW,500.0,500.0,Седан,2600.0,640.0,650.0,449.0,80.0,4.8,250.0,11.9,6.6,8.6
1695,BMW,500.0,500.0,Седан,2660.0,585.0,650.0,450.0,80.0,4.6,250.0,13.0,7.2,9.3
1696,BMW,500.0,500.0,Седан,2670.0,575.0,740.0,381.0,80.0,4.9,250.0,7.3,5.9,6.4
1697,BMW,500.0,500.0,Седан,2610.0,640.0,650.0,449.0,82.0,4.8,250.0,11.9,6.6,8.6
1698,BMW,500.0,500.0,Седан,2695.0,585.0,650.0,450.0,80.0,4.6,250.0,13.2,7.2,9.4
1699,BMW,500.0,500.0,Седан,2695.0,515.0,750.0,544.0,80.0,4.6,250.0,19.6,8.8,12.8
1700,BMW,500.0,500.0,Седан,2750.0,500.0,750.0,544.0,80.0,4.6,250.0,19.8,8.9,12.9
1701,BMW,360.0,360.0,Седан,2575.0,590.0,450.0,320.0,80.0,5.7,250.0,6.0,7.2,6.8
1702,BMW,360.0,360.0,Седан,2585.0,590.0,450.0,320.0,80.0,5.7,250.0,6.0,7.2,6.8
1703,BMW,515.0,515.0,Седан,2540.0,715.0,620.0,265.0,78.0,5.8,250.0,5.7,4.3,4.8
1704,BMW,515.0,515.0,Седан,2355.0,675.0,400.0,258.0,78.0,6.2,250.0,7.2,4.9,5.7
1705,BMW,515.0,515.0,Седан,2580.0,710.0,620.0,265.0,78.0,5.9,250.0,5.7,4.3,4.8
1706,BMW,515.0,515.0,Седан,2530.0,670.0,680.0,320.0,78.0,5.2,250.0,6.2,4.2,4.9
1707,BMW,515.0,515.0,Седан,2570.0,670.0,680.0,320.0,78.0,5.3,250.0,6.3,4.3,5.0
1708,BMW,420.0,420.0,Седан,2655.0,655.0,400.0,258.0,46.0,5.3,250.0,,,
1709,BMW,515.0,515.0,Седан,2500.0,675.0,450.0,326.0,78.0,5.2,250.0,9.6,5.5,7.0
1710,BMW,515.0,515.0,Седан,2630.0,690.0,760.0,400.0,78.0,4.6,250.0,6.6,5.1,5.7
1711,BMW,515.0,515.0,Седан,2575.0,705.0,650.0,450.0,78.0,4.4,250.0,11.4,6.2,8.1
1712,BMW,515.0,515.0,Седан,2670.0,690.0,760.0,400.0,78.0,4.7,250.0,6.6,5.1,5.7
1713,BMW,515.0,515.0,Седан,2615.0,700.0,650.0,450.0,78.0,4.5,250.0,11.6,6.3,8.3
1714,BMW,515.0,515.0,Седан,2840.0,660.0,800.0,610.0,78.0,3.7,250.0,18.4,9.6,12.8
1734,BMW,420.0,420.0,Седан,1600.0,400.0,230.0,195.0,70.0,6.9,230.0,12.4,6.2,8.8
1735,BMW,420.0,420.0,Седан,1540.0,375.0,240.0,200.0,70.0,6.7,235.0,11.6,5.8,8.3
1736,BMW,420.0,420.0,Седан,1600.0,400.0,230.0,215.0,70.0,6.7,241.0,12.4,6.2,8.8
1737,BMW,420.0,420.0,Седан,1600.0,400.0,240.0,220.0,70.0,6.7,243.0,11.0,5.7,8.0
1738,BMW,420.0,420.0,Седан,1600.0,400.0,240.0,238.0,70.0,6.5,248.0,12.5,6.2,8.8
1741,BMW,435.0,435.0,Седан,1930.0,470.0,320.0,286.0,65.0,6.0,250.0,13.0,6.5,9.1
1742,BMW,435.0,435.0,Седан,1950.0,490.0,350.0,321.0,65.0,5.5,250.0,16.9,7.5,11.0
1749,BMW,450.0,450.0,Седан,2150.0,525.0,400.0,420.0,63.0,4.7,250.0,17.0,9.0,11.9
1750,BMW,450.0,450.0,Седан,2150.0,460.0,400.0,414.0,63.0,4.7,250.0,16.8,11.8,14.7
1751,BMW,450.0,450.0,Седан,2150.0,460.0,400.0,414.0,63.0,5.0,250.0,16.8,11.8,14.7
1752,BMW,450.0,450.0,Седан,2150.0,545.0,400.0,420.0,63.0,4.9,250.0,17.9,9.2,12.4
1753,BMW,480.0,480.0,Седан,2100.0,540.0,550.0,431.0,60.0,4.1,250.0,11.1,6.7,8.3
1754,BMW,480.0,480.0,Седан,2100.0,580.0,550.0,431.0,60.0,4.3,250.0,12.0,6.9,8.8
1760,BMW,382.0,382.0,Седан,1900.0,470.0,340.0,286.0,70.0,6.5,245.0,16.5,7.8,11.3
1762,BMW,460.0,460.0,Седан,2150.0,480.0,360.0,315.0,80.0,6.3,250.0,18.1,8.2,11.9
1763,BMW,460.0,460.0,Седан,2150.0,500.0,400.0,340.0,80.0,5.9,250.0,18.0,8.3,12.0
1764,BMW,460.0,460.0,Седан,2290.0,570.0,500.0,400.0,70.0,5.3,250.0,21.1,9.8,13.9
1766,BMW,500.0,500.0,Седан,2300.0,480.0,520.0,507.0,70.0,4.7,250.0,21.4,13.8,18.1
1767,BMW,500.0,500.0,Седан,2300.0,520.0,520.0,507.0,70.0,4.7,250.0,21.7,10.2,14.4
1768,BMW,500.0,500.0,Седан,2300.0,545.0,520.0,507.0,70.0,4.7,250.0,22.7,10.2,14.8
1769,BMW,520.0,520.0,Седан,2410.0,540.0,680.0,560.0,70.0,4.4,250.0,14.0,7.6,9.9
1770,BMW,520.0,520.0,Седан,2410.0,540.0,680.0,560.0,80.0,4.3,250.0,14.0,7.6,9.9
1771,BMW,520.0,520.0,Седан,2410.0,540.0,700.0,600.0,80.0,3.9,250.0,13.9,7.6,9.9
1775,BMW,460.0,460.0,Седан,2410.0,535.0,680.0,560.0,80.0,4.2,250.0,13.9,7.6,9.9
1776,BMW,460.0,1265.0,Седан,2410.0,535.0,680.0,560.0,80.0,4.2,250.0,14.0,7.6,9.9
2079,Mitsubishi,460.0,460.0,Седан,1630.0,,137.0,100.0,60.0,11.5,185.0,9.7,5.6,
2080,Mitsubishi,460.0,460.0,Седан,1630.0,,137.0,90.0,60.0,12.0,180.0,9.5,6.0,7.2
2081,Mitsubishi,460.0,460.0,Седан,1630.0,,137.0,100.0,60.0,11.5,185.0,9.7,5.6,
2082,Mitsubishi,460.0,460.0,Седан,1630.0,,137.0,90.0,60.0,12.0,180.0,9.5,6.0,7.2
2083,Mitsubishi,460.0,460.0,Седан,1660.0,,162.0,116.0,60.0,10.2,200.0,8.7,5.4,6.7
2084,Mitsubishi,430.0,660.0,Седан,1630.0,,174.0,125.0,60.0,9.4,205.0,8.6,5.2,6.5
2085,Mitsubishi,460.0,460.0,Седан,1660.0,,162.0,116.0,60.0,10.2,200.0,8.7,5.4,6.7
2086,Mitsubishi,460.0,460.0,Седан,1685.0,,167.0,140.0,60.0,9.2,215.0,9.0,5.2,6.7
2087,Mitsubishi,430.0,660.0,Седан,1630.0,,174.0,125.0,60.0,9.4,205.0,8.6,5.2,6.5
2088,Mitsubishi,460.0,460.0,Седан,1675.0,,176.0,90.0,60.0,12.0,180.0,8.0,4.8,6.0
2089,Mitsubishi,460.0,460.0,Седан,1675.0,,176.0,90.0,60.0,12.0,180.0,8.0,4.8,6.0
2101,Mitsubishi,460.0,460.0,Седан,1675.0,,120.0,82.0,60.0,14.1,175.0,8.4,5.2,6.4
2102,Mitsubishi,460.0,460.0,Седан,1695.0,,141.0,103.0,60.0,12.4,185.0,10.1,5.8,7.4
2103,Mitsubishi,460.0,460.0,Седан,1695.0,,141.0,103.0,60.0,12.4,185.0,10.1,5.8,7.4
2104,Mitsubishi,460.0,460.0,Седан,1725.0,,174.0,122.0,60.0,10.4,200.0,9.2,5.7,7.0
2105,Mitsubishi,460.0,460.0,Седан,1725.0,,174.0,122.0,60.0,10.4,200.0,9.2,5.7,7.0
2106,Mitsubishi,460.0,460.0,Седан,1775.0,,265.0,115.0,60.0,10.4,195.0,7.3,4.5,5.5
2107,Mitsubishi,460.0,460.0,Седан,1775.0,,215.0,102.0,60.0,11.9,190.0,7.1,4.4,5.4
2181,Mitsubishi,,,Седан,,,226.0,150.0,72.0,,,,,8.8
2182,Mitsubishi,,,Седан,,,248.0,170.0,72.0,,,,,8.0
2183,Mitsubishi,,,Седан,,,324.0,260.0,72.0,,,,,9.0
2194,Mitsubishi,,,Седан,,,240.26,200.0,70.0,,,,,11.2
2195,Mitsubishi,,,Седан,,,304.1,240.0,72.0,,,,,8.4
2196,Mitsubishi,,,Седан,,,304.1,240.0,70.0,,,,,9.4
2197,Mitsubishi,,,Седан,,,300.0,208.0,72.0,,210.0,,,
2288,Mitsubishi,,,Седан,,,107.9,87.0,37.0,,,,,
2289,Mitsubishi,,,Седан,,,107.9,87.0,37.0,,,,,
2290,Mitsubishi,,,Седан,,,122.6,92.0,37.0,,,,,
2291,Mitsubishi,,,Седан,,,122.6,92.0,37.0,,,,,
2292,Mitsubishi,,,Седан,,,129.4,95.0,37.0,,,,,
2293,Mitsubishi,,,Седан,,,129.4,95.0,37.0,,,,,
2294,Mitsubishi,,,Седан,,,137.2,100.0,37.0,,,,,
2295,Mitsubishi,,,Седан,,,137.2,100.0,37.0,,,,,
2296,Mitsubishi,,,Седан,,,147.1,105.0,37.0,,,,,
2297,Mitsubishi,,,Седан,,,147.1,105.0,37.0,,,,,
2307,Mitsubishi,,,Седан,,,137.0,101.0,51.0,,,,,
2308,Mitsubishi,,,Седан,,,150.0,99.0,51.0,,,,,
2309,Mitsubishi,,,Седан,,,198.0,114.0,,,,,,
2312,Mitsubishi,,,Седан,1565.0,505.0,116.0,75.0,60.0,14.8,158.0,,,9.1
2313,Mitsubishi,,,Седан,1720.0,535.0,152.0,102.0,60.0,,168.0,,,9.9
2314,Mitsubishi,,,Седан,1720.0,550.0,152.0,102.0,60.0,13.5,173.0,,,9.6
2315,Mitsubishi,,,Седан,1720.0,510.0,245.0,170.0,60.0,8.4,200.0,,,9.2
2316,Mitsubishi,,,Седан,1735.0,505.0,175.0,84.0,60.0,15.0,155.0,,,8.4
2317,Mitsubishi,430.0,430.0,Седан,1540.0,520.0,122.0,75.0,60.0,13.3,160.0,,,7.8
2318,Mitsubishi,430.0,430.0,Седан,1660.0,480.0,165.0,82.0,60.0,,156.0,,,7.0
2319,Mitsubishi,430.0,430.0,Седан,1660.0,520.0,165.0,82.0,60.0,,166.0,,,7.1
2320,Mitsubishi,430.0,430.0,Седан,1645.0,515.0,160.0,102.0,60.0,,175.0,,,8.4
2321,Mitsubishi,430.0,430.0,Седан,1645.0,525.0,160.0,102.0,60.0,11.7,180.0,,,8.6
2322,Mitsubishi,430.0,430.0,Седан,1645.0,495.0,148.0,90.0,60.0,,168.0,,,8.5
2323,Mitsubishi,430.0,430.0,Седан,1655.0,525.0,245.0,150.0,60.0,8.4,200.0,,,9.6
2324,Mitsubishi,,,Седан,,,127.0,79.0,60.0,,,,,7.0
2325,Mitsubishi,,,Седан,,,158.0,135.0,60.0,,,,,9.8
2326,Mitsubishi,,,Седан,,,149.0,76.0,60.0,,,,,
2327,Mitsubishi,,,Седан,,,138.0,85.0,60.0,,,,,9.4
2328,Mitsubishi,415.0,415.0,Седан,1610.0,466.0,133.0,86.0,60.0,14.8,163.0,,,8.1
2329,Mitsubishi,415.0,415.0,Седан,1630.0,530.0,144.0,90.0,60.0,,,,,
2330,Mitsubishi,,,Седан,,,158.0,135.0,60.0,,,,,8.7
2331,Mitsubishi,,,Седан,,,149.0,76.0,60.0,,,,,
2332,Mitsubishi,,,Седан,,,138.0,85.0,60.0,,,,,8.0
2333,Mitsubishi,415.0,415.0,Седан,1610.0,530.0,133.0,86.0,60.0,12.7,168.0,,,7.9
2334,Mitsubishi,415.0,415.0,Седан,1630.0,530.0,144.0,90.0,60.0,11.7,173.0,,,8.1
2335,Mitsubishi,,,Седан,,,143.0,94.0,62.0,,,,,9.0
2336,Mitsubishi,415.0,415.0,Седан,1690.0,510.0,152.0,75.0,60.0,14.5,164.0,,,6.3
2337,Mitsubishi,415.0,415.0,Седан,1720.0,536.0,159.0,109.0,60.0,12.2,180.0,,,8.2
2338,Mitsubishi,,,Седан,,,174.0,145.0,60.0,,,,,10.0
2339,Mitsubishi,,,Седан,,,191.0,170.0,60.0,,,,,10.7
2340,Mitsubishi,,,Седан,,,174.0,145.0,62.0,,,,,11.3
2341,Mitsubishi,,,Седан,,,294.0,210.0,62.0,,,,,12.5
2342,Mitsubishi,415.0,415.0,Седан,1720.0,535.0,170.0,144.0,60.0,8.8,205.0,,,8.5
2343,Mitsubishi,400.0,400.0,Седан,1840.0,500.0,170.0,144.0,60.0,9.9,200.0,,,9.5
2344,Mitsubishi,415.0,415.0,Седан,1720.0,556.0,159.0,109.0,60.0,10.6,186.0,,,8.1
2345,Mitsubishi,,,Седан,,,174.0,145.0,60.0,,,,,8.9
2346,Mitsubishi,,,Седан,,,191.0,170.0,60.0,,,,,9.6
2347,Mitsubishi,400.0,400.0,Седан,1840.0,550.0,159.0,109.0,60.0,11.5,180.0,,,9.8
2348,Mitsubishi,,,Седан,,,174.0,145.0,62.0,,,,,10.0
2349,Mitsubishi,,,Седан,,,294.0,220.0,62.0,,,,,10.8
2350,Mitsubishi,258.0,258.0,Седан,,,275.0,195.0,62.0,,,,,
2351,Mitsubishi,,,Седан,,,304.0,240.0,62.0,7.0,212.0,11.3,,
2361,Mitsubishi,450.0,450.0,Седан,,,154.0,110.0,64.0,10.0,195.0,,,6.8
2362,Mitsubishi,450.0,450.0,Седан,1705.0,520.0,161.0,126.0,64.0,11.9,190.0,,,7.8
2363,Mitsubishi,450.0,660.0,Седан,,,167.0,135.0,64.0,9.0,180.0,12.0,7.0,
2364,Mitsubishi,660.0,660.0,Седан,,,167.0,140.0,64.0,10.0,200.0,,,8.1
2365,Mitsubishi,450.0,450.0,Седан,,,154.0,110.0,64.0,10.0,195.0,,,6.8
2366,Mitsubishi,450.0,450.0,Седан,,,154.0,110.0,64.0,10.0,195.0,,,6.8
2367,Mitsubishi,450.0,450.0,Седан,1705.0,560.0,161.0,126.0,64.0,10.0,200.0,,,7.5
2368,Mitsubishi,450.0,660.0,Седан,,,167.0,135.0,64.0,9.0,180.0,12.0,7.0,
2369,Mitsubishi,660.0,660.0,Седан,,,167.0,140.0,64.0,10.0,200.0,,,8.1
2370,Mitsubishi,450.0,450.0,Седан,,,154.0,110.0,64.0,10.0,195.0,,,6.8
2371,Mitsubishi,450.0,450.0,Седан,1760.0,535.0,176.0,137.0,64.0,11.8,200.0,,,8.7
2372,Mitsubishi,450.0,450.0,Седан,,,181.0,145.0,64.0,,,,,
2373,Mitsubishi,450.0,450.0,Седан,,,186.0,170.0,64.0,,,,,
2374,Mitsubishi,450.0,450.0,Седан,,,200.0,200.0,64.0,,,,,
2375,Mitsubishi,450.0,450.0,Седан,,,186.0,170.0,64.0,,,,,9.2
2376,Mitsubishi,450.0,450.0,Седан,,,309.0,240.0,64.0,,210.0,16.0,8.0,12.0
2377,Mitsubishi,450.0,450.0,Седан,,,196.0,94.0,64.0,13.0,175.0,,,6.0
2378,Mitsubishi,450.0,450.0,Седан,,,196.0,94.0,64.0,13.0,175.0,,,6.0
2379,Mitsubishi,450.0,450.0,Седан,,,196.0,94.0,64.0,13.0,175.0,,,6.0
2380,Mitsubishi,450.0,450.0,Седан,,,196.0,94.0,64.0,13.0,175.0,,,6.0
2381,Mitsubishi,450.0,450.0,Седан,1840.0,490.0,179.0,150.0,64.0,11.5,205.0,,,9.1
2382,Mitsubishi,450.0,450.0,Седан,1840.0,515.0,179.0,150.0,64.0,9.0,215.0,,,8.8
2383,Mitsubishi,450.0,450.0,Седан,1760.0,565.0,176.0,137.0,64.0,9.7,205.0,,,8.3
2384,Mitsubishi,450.0,450.0,Седан,,,181.0,145.0,64.0,,,,,
2385,Mitsubishi,450.0,450.0,Седан,,,186.0,170.0,64.0,,,,,
2386,Mitsubishi,450.0,450.0,Седан,,,200.0,200.0,64.0,,,,,
2387,Mitsubishi,450.0,450.0,Седан,,,186.0,170.0,64.0,,,,,9.2
2388,Mitsubishi,450.0,450.0,Седан,,,309.0,240.0,64.0,,210.0,16.0,8.0,12.0
2389,Mitsubishi,450.0,450.0,Седан,1765.0,560.0,191.0,90.0,64.0,13.9,175.0,,,6.8
2419,Mitsubishi,470.0,470.0,Седан,,,167.0,140.0,64.0,,,,,
2420,Mitsubishi,,,Седан,,,178.0,150.0,64.0,,,,,
2421,Mitsubishi,,,Седан,,,178.0,150.0,64.0,,,,,
2422,Mitsubishi,470.0,470.0,Седан,,,167.0,140.0,64.0,,,,,
2423,Mitsubishi,,,Седан,,,181.0,140.0,60.0,,,,,6.6
2424,Mitsubishi,,,Седан,,,178.0,150.0,64.0,,,,,5.3
2425,Mitsubishi,,,Седан,,,178.0,150.0,60.0,,,,,6.6
2426,Mitsubishi,470.0,470.0,Седан,1850.0,,178.0,136.0,64.0,9.7,210.0,11.4,6.4,9.4
2427,Mitsubishi,470.0,470.0,Седан,,,191.0,145.0,64.0,,,11.3,6.8,8.5
2428,Mitsubishi,470.0,470.0,Седан,,,191.0,145.0,64.0,,,14.0,8.0,
2429,Mitsubishi,470.0,470.0,Седан,,,191.0,145.0,64.0,,,11.3,6.8,8.5
2430,Mitsubishi,470.0,470.0,Седан,,,191.0,145.0,64.0,,,14.0,8.0,
2431,Mitsubishi,470.0,470.0,Седан,1850.0,,178.0,136.0,64.0,9.7,210.0,11.4,6.4,9.4
2432,Mitsubishi,470.0,470.0,Седан,1870.0,,202.0,90.0,64.0,12.0,180.0,8.0,6.0,7.0
2433,Mitsubishi,470.0,470.0,Седан,1855.0,,191.0,144.0,64.0,9.7,215.0,12.0,6.7,8.6
2434,Mitsubishi,470.0,470.0,Седан,1910.0,,225.0,150.0,64.0,8.9,215.0,11.4,6.2,
2435,Mitsubishi,470.0,470.0,Седан,1910.0,,230.0,165.0,64.0,,,,,
2436,Mitsubishi,470.0,470.0,Седан,,,225.0,150.0,64.0,,,,,
2437,Mitsubishi,470.0,470.0,Седан,,,230.0,165.0,64.0,,,,,
2438,Mitsubishi,470.0,470.0,Седан,1855.0,,191.0,144.0,64.0,9.7,215.0,12.0,6.7,8.6
2439,Mitsubishi,470.0,470.0,Седан,1910.0,,225.0,150.0,64.0,8.9,215.0,11.4,6.2,
2440,Mitsubishi,470.0,470.0,Седан,1910.0,,230.0,165.0,64.0,,,,,
2441,Mitsubishi,470.0,470.0,Седан,,,225.0,150.0,64.0,,,,,
2442,Mitsubishi,470.0,470.0,Седан,1850.0,,363.0,280.0,64.0,,,15.0,9.0,
2443,Mitsubishi,470.0,470.0,Седан,1850.0,,363.0,280.0,64.0,,,15.0,9.0,
2444,Mitsubishi,470.0,1400.0,Седан,1880.0,,223.0,163.0,64.0,9.9,215.0,13.3,7.2,9.8
2445,Mitsubishi,470.0,1400.0,Седан,1880.0,,223.0,163.0,64.0,8.6,225.0,13.0,6.7,9.3
2446,Mitsubishi,470.0,470.0,Седан,,,278.0,197.0,62.0,,204.0,11.8,8.7,
2454,Mitsubishi,470.0,470.0,Седан,1805.0,385.0,175.0,133.0,64.0,12.2,200.0,13.0,7.3,9.4
2455,Mitsubishi,470.0,470.0,Седан,1805.0,405.0,175.0,133.0,64.0,9.9,210.0,11.8,6.6,8.5
2456,Mitsubishi,470.0,470.0,Седан,1855.0,385.0,211.0,144.0,64.0,12.1,205.0,12.7,7.0,9.1
2457,Mitsubishi,470.0,470.0,Седан,1855.0,405.0,211.0,144.0,64.0,9.7,215.0,12.0,6.7,8.6
2458,Mitsubishi,470.0,470.0,Седан,1835.0,385.0,218.0,161.0,64.0,10.1,215.0,14.7,7.2,10.0
2459,Mitsubishi,470.0,470.0,Седан,1835.0,405.0,218.0,161.0,64.0,8.8,225.0,13.5,7.1,9.5
2460,Mitsubishi,,,Седан,,,183.0,160.0,67.0,,,,,8.6
2461,Mitsubishi,,,Седан,,,213.0,172.0,67.0,,,,,
2462,Mitsubishi,435.0,435.0,Седан,1960.0,440.0,213.0,160.0,67.0,,,10.4,7.3,
2463,Mitsubishi,435.0,435.0,Седан,2035.0,420.0,339.0,230.0,67.0,,,12.8,8.0,
2464,Mitsubishi,,,Седан,,,183.0,160.0,67.0,,,,,
2465,Mitsubishi,,,Седан,,,213.0,172.0,67.0,,,,,
2466,Mitsubishi,,,Седан,1980.0,435.0,213.0,160.0,67.0,,,10.3,7.3,
2467,Mitsubishi,,,Седан,2110.0,415.0,339.0,230.0,67.0,,,12.6,7.9,
2468,Mitsubishi,,,Седан,2110.0,410.0,350.0,258.0,67.0,,,12.9,8.1,
2469,Mitsubishi,,,Седан,1980.0,410.0,213.0,160.0,67.0,,,10.4,7.5,
2470,Mitsubishi,,,Седан,2075.0,435.0,339.0,230.0,67.0,,,12.6,7.9,
2471,Mitsubishi,435.0,435.0,Седан,2110.0,410.0,350.0,258.0,67.0,,230.0,12.8,8.0,
2504,Mitsubishi,,,Седан,,,106.0,70.0,45.0,12.9,148.0,9.7,6.0,7.5
2505,Mitsubishi,,,Седан,,,123.0,92.0,45.0,10.3,164.0,10.8,6.5,8.2
2506,Mitsubishi,,,Седан,,,123.0,92.0,45.0,10.4,163.0,10.8,6.2,8.0
2507,Mitsubishi,,,Седан,,,137.0,100.0,45.0,9.8,169.0,11.3,6.4,8.3
2508,Mitsubishi,,,Седан,,,95.0,70.0,45.0,13.2,148.0,9.7,6.0,7.5
2509,Mitsubishi,,,Седан,,,123.0,92.0,45.0,10.3,164.0,10.8,6.5,8.2
2510,Mitsubishi,,,Седан,,,123.0,92.0,45.0,10.4,163.0,10.8,6.2,8.0
2513,Mitsubishi,,,Седан,,,105.0,70.0,50.0,13.4,150.0,9.9,6.1,7.6
2514,Mitsubishi,,,Седан,,,105.0,70.0,50.0,14.0,150.0,9.4,5.6,7.1
2515,Mitsubishi,,,Седан,,,118.0,82.0,50.0,11.9,159.0,10.7,6.5,8.2
2516,Mitsubishi,,,Седан,,,118.0,82.0,50.0,12.0,157.0,10.7,6.2,8.0
2517,Mitsubishi,,,Седан,,,118.0,82.0,50.0,15.2,155.0,12.5,6.8,9.0
2518,Mitsubishi,,,Седан,,,132.0,86.0,50.0,11.5,163.0,11.3,6.4,8.3
2527,Mitsubishi,,,Седан,,,101.0,73.0,45.0,13.0,150.0,10.1,6.3,7.9
2528,Mitsubishi,,,Седан,,,101.0,73.0,45.0,13.8,151.0,9.4,5.6,7.1
2529,Mitsubishi,,,Седан,,,95.0,70.0,45.0,13.2,148.0,9.7,6.0,7.5
2530,Mitsubishi,,,Седан,,,123.0,92.0,45.0,10.1,164.0,11.2,6.7,8.5
2531,Mitsubishi,,,Седан,,,123.0,92.0,45.0,10.5,163.0,10.8,6.2,8.0
2532,Mitsubishi,,,Седан,,,123.0,92.0,45.0,13.4,161.0,12.8,6.9,9.2
2533,Mitsubishi,,,Седан,,,117.0,85.0,45.0,11.9,159.0,10.7,6.5,8.2
2534,Mitsubishi,,,Седан,,,117.0,85.0,45.0,11.8,158.0,10.7,6.2,8.0
2535,Mitsubishi,,,Седан,,,117.0,85.0,45.0,15.0,156.0,12.5,6.8,9.0
2536,Mitsubishi,,,Седан,,,130.0,92.0,45.0,11.3,163.0,11.3,6.4,8.3
2537,Mitsubishi,,,Седан,,,137.0,100.0,45.0,9.8,169.0,11.4,6.4,8.3
2538,Mitsubishi,,,Седан,,,245.0,170.0,50.0,6.4,200.0,13.7,6.8,9.3
2539,Mitsubishi,,,Седан,1340.0,410.0,90.0,55.0,50.0,18.8,140.0,9.2,5.9,7.3
2540,Mitsubishi,,,Седан,1440.0,500.0,105.0,68.0,50.0,15.1,145.0,10.4,6.5,8.1
2541,Mitsubishi,,,Седан,1440.0,490.0,105.0,68.0,50.0,15.9,145.0,10.0,5.9,7.6
