,Марка,Объем багажника минимальный [л],Объем багажника максимальный [л],Тип кузова,Полная масса [кг],Грузоподъёмность [кг],Максимальный крутящий момент [Н*м],Мощность двигателя [л.с.],Объём топливного бака [л],Разгон до 100 км/ч [сек],Максимальная скорость [км/ч],Расход топлива в городе на 100 км [л],Расход топлива на шоссе на 100 км [л],Расход топлива в смешанном цикле на 100 км [л]
193,BMW,425.0,425.0,Седан,1490.0,460.0,140.0,90.0,55.0,14.2,171.0,9.6,6.2,8.0
194,BMW,425.0,425.0,Седан,1470.0,460.0,140.0,90.0,55.0,12.2,175.0,9.6,6.0,7.8
195,BMW,425.0,425.0,Седан,1545.0,460.0,143.0,100.0,55.0,14.1,177.0,10.1,6.3,8.2
196,BMW,425.0,425.0,Седан,1490.0,460.0,140.0,102.0,55.0,14.1,175.0,10.7,7.0,8.9
197,BMW,425.0,425.0,Седан,1545.0,460.0,141.0,100.0,55.0,14.1,177.0,10.5,6.9,8.7
198,BMW,425.0,425.0,Седан,1525.0,460.0,141.0,100.0,55.0,12.1,182.0,10.3,6.7,8.5
199,BMW,425.0,425.0,Седан,1525.0,460.0,143.0,100.0,55.0,12.1,182.0,9.7,6.0,7.9
200,BMW,425.0,425.0,Седан,1470.0,460.0,140.0,102.0,55.0,12.1,182.0,10.7,6.6,8.6
201,BMW,425.0,425.0,Седан,1545.0,460.0,165.0,115.0,55.0,11.9,186.0,9.8,6.0,7.6
202,BMW,425.0,425.0,Седан,1545.0,460.0,162.0,113.0,55.0,12.1,184.0,10.4,6.7,8.6
203,BMW,425.0,425.0,Седан,1525.0,460.0,162.0,113.0,55.0,10.8,188.0,10.3,6.7,8.5
204,BMW,425.0,425.0,Седан,1525.0,460.0,165.0,115.0,55.0,10.8,189.0,9.7,5.9,7.6
205,BMW,425.0,425.0,Седан,1645.0,440.0,172.0,136.0,55.0,,199.0,10.7,8.7,
206,BMW,425.0,425.0,Седан,1565.0,440.0,172.0,136.0,55.0,9.9,202.0,10.9,6.4,8.5
207,BMW,425.0,425.0,Седан,1605.0,460.0,174.0,129.0,64.0,11.5,193.0,12.4,6.8,8.8
208,BMW,425.0,425.0,Седан,1605.0,460.0,164.0,129.0,64.0,12.7,188.0,12.9,7.5,10.0
209,BMW,425.0,425.0,Седан,1585.0,460.0,164.0,129.0,64.0,10.6,197.0,12.8,7.5,9.9
210,BMW,425.0,425.0,Седан,1585.0,460.0,174.0,129.0,64.0,10.2,198.0,12.2,6.7,8.7
211,BMW,425.0,425.0,Седан,1580.0,400.0,210.0,192.0,64.0,7.9,227.0,12.8,6.3,9.0
212,BMW,425.0,425.0,Седан,1675.0,460.0,152.0,86.0,55.0,18.5,158.0,9.6,5.3,7.3
213,BMW,425.0,425.0,Седан,1655.0,460.0,152.0,86.0,55.0,16.1,165.0,8.7,5.0,6.9
214,BMW,425.0,425.0,Седан,1740.0,460.0,220.0,116.0,55.0,12.8,182.0,8.9,5.2,7.0
215,BMW,425.0,425.0,Седан,1720.0,460.0,220.0,116.0,55.0,11.9,187.0,8.9,5.2,7.0
216,BMW,425.0,425.0,Седан,1710.0,440.0,231.0,129.0,62.0,,183.0,11.8,9.8,
217,BMW,425.0,425.0,Седан,1694.0,440.0,231.0,129.0,62.0,,190.0,11.2,9.0,
218,BMW,404.0,404.0,Седан,1660.0,460.0,226.0,171.0,64.0,9.8,213.0,12.6,7.2,8.9
219,BMW,404.0,404.0,Седан,1660.0,460.0,222.0,170.0,64.0,9.9,212.0,13.3,7.3,9.9
220,BMW,404.0,404.0,Седан,1640.0,460.0,222.0,170.0,64.0,8.3,218.0,12.9,7.2,9.7
221,BMW,404.0,404.0,Седан,1640.0,460.0,226.0,171.0,64.0,8.3,220.0,12.5,6.6,8.5
222,BMW,425.0,425.0,Седан,1735.0,440.0,222.0,170.0,62.0,,209.0,13.1,10.2,
223,BMW,425.0,425.0,Седан,1716.0,440.0,222.0,170.0,62.0,,214.0,13.1,9.8,
224,BMW,404.0,404.0,Седан,1760.0,460.0,226.0,171.0,55.0,10.9,204.0,12.6,7.2,9.6
225,BMW,404.0,404.0,Седан,1760.0,460.0,222.0,170.0,55.0,11.3,206.0,13.5,7.9,10.4
226,BMW,404.0,404.0,Седан,1740.0,460.0,222.0,170.0,55.0,9.2,212.0,13.6,7.8,10.4
227,BMW,404.0,404.0,Седан,1740.0,460.0,226.0,171.0,55.0,9.0,214.0,12.6,7.1,9.5
275,BMW,435.0,435.0,Седан,1690.0,460.0,141.0,100.0,65.0,15.0,189.0,11.0,6.3,8.4
276,BMW,435.0,435.0,Седан,1630.0,460.0,141.0,100.0,65.0,14.4,189.0,11.0,6.3,8.4
277,BMW,435.0,435.0,Седан,1690.0,460.0,150.0,102.0,65.0,14.2,192.0,10.5,5.9,8.0
278,BMW,435.0,435.0,Седан,1590.0,460.0,141.0,100.0,65.0,12.9,191.0,10.1,6.1,7.9
279,BMW,435.0,435.0,Седан,1650.0,460.0,141.0,100.0,65.0,13.1,191.0,10.2,6.1,7.9
280,BMW,435.0,435.0,Седан,1650.0,460.0,150.0,102.0,65.0,12.7,195.0,9.4,5.6,7.4
281,BMW,435.0,435.0,Седан,1590.0,460.0,143.0,102.0,65.0,12.9,191.0,9.8,5.7,7.5
282,BMW,435.0,435.0,Седан,1645.0,460.0,162.0,113.0,65.0,12.3,198.0,11.2,6.6,8.6
283,BMW,435.0,435.0,Седан,1705.0,460.0,162.0,113.0,65.0,12.8,198.0,11.2,6.6,8.6
284,BMW,435.0,435.0,Седан,1705.0,460.0,168.0,116.0,65.0,12.3,200.0,10.9,6.0,8.2
285,BMW,435.0,435.0,Седан,1820.0,440.0,175.0,140.0,65.0,,205.0,,,
286,BMW,435.0,435.0,Седан,1665.0,460.0,162.0,113.0,65.0,11.5,198.0,10.6,6.4,8.3
287,BMW,435.0,435.0,Седан,1605.0,460.0,162.0,113.0,65.0,11.3,198.0,10.6,6.4,8.3
288,BMW,435.0,435.0,Седан,1605.0,460.0,165.0,116.0,65.0,11.3,198.0,10.2,5.9,7.8
289,BMW,435.0,435.0,Седан,1665.0,460.0,168.0,116.0,65.0,11.3,201.0,9.6,5.7,7.6
290,BMW,435.0,435.0,Седан,1780.0,440.0,175.0,140.0,65.0,,205.0,10.7,7.8,9.4
291,BMW,435.0,435.0,Седан,1740.0,460.0,175.0,140.0,65.0,11.6,207.0,11.3,6.4,8.5
292,BMW,435.0,435.0,Седан,1760.0,460.0,180.0,140.0,65.0,11.2,207.0,12.8,6.5,8.8
293,BMW,435.0,435.0,Седан,1700.0,460.0,175.0,140.0,65.0,10.2,213.0,10.9,6.4,8.3
294,BMW,435.0,435.0,Седан,1720.0,460.0,180.0,140.0,65.0,10.2,213.0,11.4,6.1,8.0
295,BMW,435.0,435.0,Седан,1740.0,460.0,190.0,90.0,65.0,14.2,182.0,8.8,5.2,6.5
296,BMW,435.0,435.0,Седан,1795.0,460.0,190.0,150.0,65.0,10.6,214.0,14.6,7.5,10.1
297,BMW,435.0,435.0,Седан,1765.0,460.0,190.0,150.0,65.0,10.8,214.0,13.8,6.5,9.4
298,BMW,435.0,435.0,Седан,1810.0,460.0,190.0,150.0,65.0,11.0,214.0,13.5,6.5,9.3
299,BMW,435.0,435.0,Седан,1810.0,460.0,190.0,150.0,65.0,10.9,214.0,12.1,6.1,8.6
300,BMW,435.0,435.0,Седан,1775.0,460.0,190.0,150.0,65.0,10.0,214.0,12.8,7.1,9.5
301,BMW,435.0,435.0,Седан,1775.0,460.0,190.0,150.0,65.0,10.0,214.0,11.4,6.8,8.8
302,BMW,435.0,435.0,Седан,1730.0,460.0,190.0,150.0,65.0,9.8,214.0,12.8,7.1,9.5
303,BMW,435.0,435.0,Седан,1760.0,460.0,190.0,150.0,65.0,9.9,214.0,12.9,6.7,9.0
304,BMW,435.0,435.0,Седан,1805.0,460.0,245.0,170.0,65.0,9.0,224.0,15.0,7.3,10.1
305,BMW,435.0,435.0,Седан,1770.0,460.0,245.0,170.0,65.0,8.0,227.0,12.9,6.7,9.0
306,BMW,435.0,435.0,Седан,1825.0,460.0,245.0,192.0,65.0,8.8,231.0,12.3,6.0,8.6
307,BMW,435.0,435.0,Седан,1825.0,460.0,245.0,192.0,65.0,9.0,231.0,13.8,6.3,9.3
308,BMW,435.0,435.0,Седан,1790.0,460.0,245.0,192.0,65.0,8.9,231.0,13.8,6.3,9.3
309,BMW,435.0,435.0,Седан,1790.0,460.0,245.0,192.0,65.0,8.0,233.0,11.9,6.6,8.8
310,BMW,435.0,435.0,Седан,1755.0,460.0,245.0,192.0,65.0,7.9,233.0,13.2,7.0,9.5
311,BMW,435.0,435.0,Седан,1790.0,460.0,245.0,192.0,65.0,8.0,233.0,13.2,7.0,9.5
312,BMW,435.0,435.0,Седан,1830.0,460.0,222.0,115.0,65.0,12.8,194.0,9.3,5.1,7.0
313,BMW,435.0,435.0,Седан,1795.0,460.0,222.0,115.0,65.0,12.0,198.0,8.9,5.1,6.9
314,BMW,435.0,435.0,Седан,1845.0,460.0,260.0,143.0,65.0,10.8,211.0,9.4,4.9,6.9
315,BMW,435.0,435.0,Седан,1810.0,460.0,260.0,143.0,65.0,10.4,214.0,8.8,4.9,6.7
316,BMW,435.0,435.0,Седан,1815.0,460.0,280.0,193.0,65.0,7.8,232.0,15.3,7.3,10.3
317,BMW,435.0,435.0,Седан,1780.0,460.0,280.0,193.0,65.0,7.3,236.0,13.5,6.7,9.2
441,BMW,440.0,440.0,Седан,1845.0,500.0,175.0,116.0,63.0,11.9,200.0,10.9,6.4,8.0
442,BMW,440.0,440.0,Седан,1810.0,500.0,175.0,116.0,63.0,10.9,206.0,9.9,5.5,7.1
443,BMW,440.0,440.0,Седан,1925.0,500.0,280.0,116.0,63.0,11.3,199.0,9.1,5.5,6.8
444,BMW,440.0,440.0,Седан,1895.0,500.0,280.0,116.0,63.0,10.6,204.0,7.6,4.5,5.6
445,BMW,440.0,440.0,Седан,1860.0,500.0,200.0,143.0,63.0,10.2,214.0,11.2,6.3,8.1
446,BMW,440.0,440.0,Седан,1820.0,500.0,200.0,143.0,63.0,9.3,218.0,10.2,5.5,7.2
447,BMW,440.0,440.0,Седан,1915.0,500.0,330.0,150.0,63.0,8.9,216.0,7.6,4.4,5.5
448,BMW,440.0,440.0,Седан,1915.0,500.0,330.0,150.0,63.0,8.8,221.0,7.6,4.5,5.6
449,BMW,440.0,440.0,Седан,1930.0,500.0,330.0,150.0,63.0,9.1,213.0,9.7,5.4,6.9
450,BMW,440.0,440.0,Седан,1930.0,500.0,210.0,170.0,63.0,9.4,223.0,13.1,7.3,9.4
451,BMW,440.0,440.0,Седан,1895.0,500.0,210.0,170.0,63.0,8.3,226.0,12.2,6.9,8.9
452,BMW,440.0,440.0,Седан,1980.0,480.0,237.0,186.0,63.0,,,12.4,8.7,10.7
453,BMW,440.0,440.0,Седан,1955.0,500.0,245.0,192.0,63.0,8.4,237.0,13.5,7.2,9.5
454,BMW,440.0,440.0,Седан,1940.0,480.0,237.0,186.0,63.0,,,11.8,8.1,9.8
455,BMW,440.0,440.0,Седан,1920.0,500.0,245.0,192.0,63.0,7.3,240.0,12.8,6.9,9.0
456,BMW,440.0,440.0,Седан,2080.0,480.0,237.0,186.0,63.0,,,12.4,8.7,10.7
457,BMW,440.0,440.0,Седан,2060.0,500.0,245.0,192.0,63.0,8.6,231.0,14.5,8.4,10.6
458,BMW,440.0,440.0,Седан,2050.0,480.0,237.0,186.0,63.0,,,12.4,8.7,10.7
459,BMW,440.0,440.0,Седан,2025.0,500.0,245.0,192.0,63.0,7.5,234.0,13.5,7.9,9.9
460,BMW,440.0,440.0,Седан,2055.0,500.0,390.0,184.0,63.0,8.2,227.0,11.1,6.2,8.0
461,BMW,440.0,440.0,Седан,2055.0,500.0,410.0,204.0,63.0,7.4,235.0,10.6,6.1,7.7
462,BMW,440.0,440.0,Седан,2020.0,500.0,390.0,184.0,63.0,7.8,227.0,9.2,5.3,6.7
463,BMW,440.0,440.0,Седан,2040.0,500.0,410.0,204.0,63.0,7.2,242.0,9.1,5.2,6.6
464,BMW,440.0,440.0,Седан,1970.0,480.0,290.0,228.0,63.0,,,11.2,7.8,9.8
465,BMW,440.0,440.0,Седан,1930.0,500.0,300.0,231.0,63.0,6.5,250.0,12.8,6.9,9.1
466,BMW,440.0,440.0,Седан,1970.0,480.0,290.0,228.0,63.0,,,11.8,7.8,10.2
467,BMW,440.0,440.0,Седан,1930.0,500.0,300.0,231.0,63.0,6.5,250.0,12.8,6.9,9.1
468,BMW,440.0,440.0,Седан,2005.0,480.0,290.0,228.0,63.0,,,12.4,8.7,10.7
469,BMW,440.0,440.0,Седан,1965.0,500.0,300.0,231.0,63.0,7.0,247.0,14.0,7.0,9.6
470,BMW,440.0,440.0,Седан,2155.0,500.0,390.0,184.0,63.0,8.8,224.0,12.0,6.8,8.7
471,BMW,440.0,440.0,Седан,2155.0,500.0,410.0,204.0,63.0,7.9,228.0,11.9,6.9,8.7
472,BMW,440.0,440.0,Седан,2120.0,500.0,390.0,184.0,63.0,8.5,224.0,10.1,6.2,7.6
473,BMW,440.0,440.0,Седан,2150.0,500.0,410.0,204.0,63.0,7.4,234.0,10.1,6.2,7.6
474,BMW,440.0,440.0,Седан,2060.0,480.0,290.0,228.0,63.0,,,11.8,8.7,10.2
475,BMW,440.0,440.0,Седан,2040.0,500.0,300.0,231.0,63.0,6.6,247.0,13.6,7.8,9.9
476,BMW,440.0,440.0,Седан,2060.0,480.0,290.0,228.0,63.0,,,11.8,8.1,10.2
477,BMW,440.0,440.0,Седан,2040.0,500.0,300.0,231.0,63.0,6.6,247.0,13.6,7.8,9.9
478,BMW,440.0,440.0,Седан,2085.0,480.0,290.0,228.0,63.0,,,13.8,9.4,11.8
479,BMW,440.0,440.0,Седан,2075.0,500.0,300.0,231.0,63.0,7.4,242.0,14.8,8.2,10.6
625,BMW,460.0,460.0,Седан,1950.0,520.0,280.0,122.0,61.0,10.6,206.0,7.6,4.4,5.6
626,BMW,460.0,460.0,Седан,1950.0,520.0,300.0,143.0,61.0,9.3,210.0,5.7,4.1,4.7
627,BMW,460.0,460.0,Седан,1910.0,520.0,180.0,129.0,63.0,11.0,206.0,11.2,6.0,7.9
628,BMW,460.0,460.0,Седан,1910.0,520.0,190.0,143.0,63.0,9.9,210.0,8.5,5.2,6.4
629,BMW,460.0,460.0,Седан,1880.0,520.0,180.0,129.0,63.0,10.0,208.0,10.0,5.7,7.3
630,BMW,460.0,460.0,Седан,1880.0,520.0,190.0,143.0,63.0,9.1,210.0,7.9,4.8,5.9
631,BMW,460.0,460.0,Седан,1950.0,520.0,340.0,163.0,61.0,8.6,220.0,9.1,5.3,6.7
632,BMW,460.0,460.0,Седан,1965.0,520.0,350.0,177.0,61.0,8.0,228.0,7.1,4.4,5.4
633,BMW,460.0,460.0,Седан,1935.0,520.0,340.0,163.0,61.0,8.3,225.0,7.8,4.5,5.7
634,BMW,460.0,460.0,Седан,1950.0,520.0,350.0,177.0,61.0,7.9,230.0,6.0,4.1,4.8
635,BMW,460.0,460.0,Седан,1870.0,520.0,200.0,150.0,63.0,9.7,215.0,11.0,6.2,7.9
636,BMW,460.0,460.0,Седан,1920.0,520.0,210.0,170.0,63.0,8.9,226.0,8.9,5.1,6.5
637,BMW,460.0,460.0,Седан,1840.0,520.0,200.0,150.0,63.0,9.0,220.0,10.7,5.6,7.5
638,BMW,460.0,460.0,Седан,1890.0,520.0,210.0,170.0,63.0,8.2,228.0,8.4,4.8,6.1
639,BMW,460.0,460.0,Седан,1870.0,520.0,200.0,173.0,63.0,8.1,225.0,12.8,6.6,8.9
640,BMW,460.0,460.0,Седан,2055.0,520.0,400.0,197.0,61.0,7.6,233.0,8.3,5.3,6.4
641,BMW,460.0,460.0,Седан,2045.0,520.0,400.0,197.0,61.0,7.4,235.0,8.6,5.1,6.4
642,BMW,460.0,460.0,Седан,2045.0,520.0,400.0,197.0,61.0,7.4,235.0,7.8,4.8,5.9
643,BMW,460.0,460.0,Седан,1965.0,520.0,250.0,218.0,63.0,7.7,242.0,12.9,6.7,9.0
644,BMW,460.0,460.0,Седан,1980.0,520.0,270.0,218.0,63.0,7.1,248.0,9.7,5.6,7.1
645,BMW,460.0,460.0,Седан,1935.0,520.0,250.0,218.0,63.0,7.0,245.0,12.1,6.2,8.4
646,BMW,460.0,460.0,Седан,1950.0,520.0,270.0,218.0,63.0,6.7,250.0,9.8,5.5,7.1
647,BMW,460.0,460.0,Седан,2090.0,520.0,250.0,218.0,63.0,8.1,236.0,14.4,7.3,9.9
648,BMW,460.0,460.0,Седан,2080.0,520.0,270.0,218.0,63.0,7.7,242.0,10.8,6.2,7.9
649,BMW,460.0,460.0,Седан,2060.0,520.0,250.0,218.0,63.0,7.5,242.0,13.0,7.0,9.2
650,BMW,460.0,460.0,Седан,2060.0,520.0,270.0,218.0,63.0,7.3,244.0,10.9,6.1,7.9
651,BMW,460.0,460.0,Седан,2025.0,480.0,270.0,233.0,63.0,7.2,209.0,12.4,8.4,10.7
652,BMW,460.0,460.0,Седан,1995.0,480.0,270.0,233.0,63.0,6.6,209.0,13.1,8.4,11.2
653,BMW,460.0,460.0,Седан,2125.0,480.0,270.0,233.0,63.0,7.4,209.0,13.8,9.4,11.8
654,BMW,460.0,460.0,Седан,2105.0,480.0,270.0,233.0,63.0,7.2,209.0,13.8,9.4,11.8
655,BMW,460.0,460.0,Седан,2055.0,505.0,500.0,231.0,61.0,6.8,248.0,10.0,5.9,7.4
656,BMW,460.0,460.0,Седан,2070.0,520.0,500.0,231.0,61.0,6.8,248.0,9.0,5.2,6.6
657,BMW,460.0,460.0,Седан,2040.0,505.0,500.0,231.0,61.0,6.7,250.0,8.9,5.1,6.5
658,BMW,460.0,460.0,Седан,2055.0,520.0,500.0,231.0,61.0,6.7,250.0,8.2,4.9,6.1
659,BMW,460.0,460.0,Седан,1985.0,520.0,300.0,258.0,63.0,6.6,250.0,12.9,6.8,9.0
660,BMW,460.0,460.0,Седан,2015.0,520.0,320.0,272.0,63.0,6.3,250.0,9.9,5.6,7.2
661,BMW,460.0,460.0,Седан,1970.0,520.0,300.0,258.0,63.0,6.3,250.0,12.7,6.4,8.7
662,BMW,460.0,460.0,Седан,2000.0,520.0,320.0,272.0,63.0,6.1,250.0,9.9,5.6,7.2
663,BMW,460.0,460.0,Седан,2170.0,520.0,500.0,231.0,61.0,6.7,240.0,10.8,6.4,8.0
664,BMW,460.0,460.0,Седан,2170.0,520.0,500.0,231.0,61.0,6.7,240.0,9.7,5.7,7.2
665,BMW,460.0,460.0,Седан,2155.0,520.0,500.0,231.0,61.0,6.6,242.0,9.6,5.8,7.2
666,BMW,460.0,460.0,Седан,2155.0,520.0,500.0,231.0,61.0,6.6,242.0,9.1,5.5,6.8
667,BMW,460.0,460.0,Седан,2115.0,520.0,300.0,258.0,63.0,6.9,250.0,14.6,7.5,10.1
668,BMW,460.0,460.0,Седан,2115.0,520.0,320.0,272.0,63.0,6.4,250.0,11.0,6.2,8.0
669,BMW,460.0,460.0,Седан,2100.0,520.0,300.0,258.0,63.0,6.4,250.0,13.9,7.1,9.6
670,BMW,460.0,460.0,Седан,2100.0,520.0,320.0,272.0,63.0,6.2,250.0,11.0,6.2,8.0
671,BMW,460.0,460.0,Седан,2050.0,470.0,580.0,286.0,61.0,6.2,250.0,10.3,5.9,7.5
672,BMW,460.0,460.0,Седан,2100.0,520.0,580.0,286.0,61.0,6.2,250.0,9.1,5.3,6.7
673,BMW,460.0,460.0,Седан,2070.0,520.0,400.0,306.0,63.0,5.8,250.0,13.1,6.9,9.2
674,BMW,460.0,460.0,Седан,2070.0,520.0,400.0,306.0,63.0,5.8,250.0,13.9,7.1,9.6
675,BMW,460.0,460.0,Седан,2055.0,520.0,400.0,306.0,63.0,5.6,250.0,14.4,6.8,9.6
676,BMW,460.0,460.0,Седан,2055.0,520.0,400.0,306.0,63.0,5.6,250.0,13.2,6.7,9.1
677,BMW,460.0,460.0,Седан,2180.0,520.0,400.0,306.0,63.0,5.6,250.0,13.8,7.3,9.7
678,BMW,460.0,460.0,Седан,2165.0,520.0,400.0,306.0,63.0,5.5,250.0,14.1,7.1,9.7
796,BMW,460.0,460.0,Седан,1920.0,520.0,260.0,115.0,61.0,10.9,202.0,5.4,4.0,4.5
797,BMW,460.0,460.0,Седан,1950.0,520.0,320.0,143.0,61.0,9.3,210.0,6.8,4.4,5.3
798,BMW,460.0,460.0,Седан,1965.0,520.0,300.0,143.0,61.0,9.4,210.0,7.3,4.6,5.6
799,BMW,460.0,460.0,Седан,1950.0,520.0,300.0,143.0,61.0,9.3,210.0,5.7,4.1,4.7
800,BMW,460.0,460.0,Седан,1935.0,520.0,320.0,143.0,61.0,9.1,210.0,5.4,4.0,4.5
801,BMW,460.0,460.0,Седан,1910.0,520.0,190.0,143.0,63.0,9.9,210.0,8.5,5.2,6.4
802,BMW,460.0,460.0,Седан,1910.0,520.0,190.0,143.0,63.0,9.9,210.0,8.7,5.4,6.6
803,BMW,460.0,460.0,Седан,1880.0,520.0,190.0,143.0,63.0,9.1,210.0,8.1,5.3,6.3
804,BMW,460.0,460.0,Седан,1880.0,520.0,190.0,143.0,63.0,9.1,210.0,8.9,5.8,6.9
805,BMW,460.0,460.0,Седан,1965.0,520.0,350.0,177.0,61.0,8.0,228.0,7.3,4.6,5.6
806,BMW,460.0,460.0,Седан,1950.0,520.0,380.0,184.0,61.0,7.6,233.0,6.8,4.4,5.3
807,BMW,460.0,460.0,Седан,1940.0,520.0,380.0,184.0,61.0,7.5,235.0,5.9,4.0,4.7
808,BMW,460.0,460.0,Седан,1940.0,520.0,360.0,163.0,61.0,8.0,228.0,5.0,3.6,4.1
809,BMW,460.0,460.0,Седан,1950.0,520.0,350.0,177.0,61.0,7.9,230.0,6.0,4.1,4.8
810,BMW,460.0,460.0,Седан,1940.0,520.0,380.0,184.0,61.0,7.5,235.0,5.9,4.0,4.7
811,BMW,460.0,460.0,Седан,2060.0,520.0,350.0,177.0,61.0,8.3,222.0,7.9,4.8,5.9
812,BMW,460.0,460.0,Седан,2060.0,520.0,380.0,184.0,61.0,8.0,228.0,7.2,4.8,5.7
813,BMW,460.0,460.0,Седан,2045.0,520.0,350.0,177.0,61.0,8.2,224.0,6.7,4.6,5.4
814,BMW,460.0,460.0,Седан,2045.0,520.0,380.0,184.0,61.0,7.9,230.0,6.4,4.5,5.2
815,BMW,460.0,460.0,Седан,1890.0,520.0,200.0,156.0,63.0,9.8,218.0,11.4,6.0,8.0
816,BMW,460.0,460.0,Седан,1920.0,520.0,210.0,170.0,63.0,8.9,226.0,8.9,5.1,6.5
817,BMW,460.0,460.0,Седан,1920.0,520.0,210.0,170.0,63.0,8.9,226.0,9.3,5.4,6.8
818,BMW,460.0,460.0,Седан,1890.0,520.0,200.0,156.0,63.0,9.0,220.0,11.3,5.9,7.9
819,BMW,460.0,460.0,Седан,1890.0,520.0,210.0,170.0,63.0,8.2,228.0,8.4,4.8,6.1
820,BMW,460.0,460.0,Седан,1890.0,520.0,210.0,170.0,63.0,8.2,228.0,8.3,5.3,6.4
821,BMW,460.0,460.0,Седан,2055.0,520.0,400.0,197.0,61.0,7.6,233.0,8.1,5.1,6.2
822,BMW,460.0,460.0,Седан,2060.0,525.0,430.0,204.0,61.0,7.2,240.0,7.9,5.1,6.1
823,BMW,460.0,460.0,Седан,2045.0,520.0,400.0,197.0,61.0,7.4,235.0,7.6,4.6,5.7
824,BMW,460.0,460.0,Седан,2045.0,520.0,430.0,204.0,61.0,7.0,242.0,7.3,4.8,5.7
825,BMW,460.0,460.0,Седан,1980.0,520.0,270.0,218.0,63.0,7.1,248.0,10.0,5.9,7.4
826,BMW,460.0,460.0,Седан,1980.0,520.0,270.0,218.0,63.0,7.1,248.0,9.7,5.6,7.1
827,BMW,460.0,460.0,Седан,1950.0,520.0,270.0,218.0,63.0,6.7,250.0,9.8,5.5,7.1
828,BMW,460.0,460.0,Седан,1950.0,520.0,270.0,218.0,63.0,6.7,250.0,9.8,5.7,7.2
829,BMW,460.0,460.0,Седан,2080.0,520.0,270.0,218.0,63.0,7.7,242.0,11.1,6.5,8.2
830,BMW,460.0,460.0,Седан,2080.0,520.0,270.0,218.0,63.0,7.7,242.0,10.8,6.2,7.9
831,BMW,460.0,460.0,Седан,2060.0,520.0,270.0,218.0,63.0,7.3,244.0,10.9,6.1,7.9
832,BMW,460.0,460.0,Седан,2060.0,520.0,270.0,218.0,63.0,7.3,244.0,11.0,6.4,8.1
833,BMW,460.0,460.0,Седан,2035.0,480.0,270.0,233.0,63.0,7.2,209.0,13.1,8.4,10.7
834,BMW,460.0,460.0,Седан,2005.0,480.0,270.0,233.0,63.0,6.6,209.0,13.1,8.4,10.7
835,BMW,460.0,460.0,Седан,2135.0,480.0,270.0,233.0,63.0,7.4,209.0,13.8,9.4,11.8
836,BMW,460.0,460.0,Седан,2115.0,480.0,270.0,233.0,63.0,7.2,209.0,13.8,9.4,11.8
837,BMW,460.0,460.0,Седан,2070.0,520.0,520.0,245.0,61.0,6.2,250.0,8.0,5.2,6.2
838,BMW,460.0,460.0,Седан,2055.0,520.0,520.0,245.0,61.0,6.1,250.0,7.3,4.8,5.7
839,BMW,460.0,460.0,Седан,2055.0,520.0,520.0,245.0,61.0,6.1,250.0,7.3,4.8,5.7
840,BMW,460.0,460.0,Седан,2170.0,520.0,520.0,245.0,61.0,6.0,247.0,8.8,5.7,6.8
841,BMW,460.0,460.0,Седан,2155.0,520.0,520.0,245.0,61.0,5.9,247.0,8.3,5.5,6.5
842,BMW,460.0,460.0,Седан,2015.0,520.0,320.0,272.0,63.0,6.3,250.0,9.9,5.6,7.2
843,BMW,460.0,460.0,Седан,2015.0,525.0,320.0,272.0,63.0,6.3,250.0,10.2,5.9,7.5
844,BMW,460.0,460.0,Седан,2000.0,520.0,320.0,272.0,63.0,6.1,250.0,9.9,5.6,7.2
845,BMW,460.0,460.0,Седан,2000.0,525.0,320.0,272.0,63.0,6.1,250.0,10.0,5.9,7.4
846,BMW,460.0,460.0,Седан,2115.0,525.0,320.0,272.0,63.0,6.4,250.0,11.2,6.6,8.3
847,BMW,460.0,460.0,Седан,2115.0,520.0,320.0,272.0,63.0,6.4,250.0,11.0,6.2,8.0
848,BMW,460.0,460.0,Седан,2100.0,525.0,320.0,272.0,63.0,6.2,250.0,11.1,6.5,8.2
849,BMW,460.0,460.0,Седан,2100.0,520.0,320.0,272.0,63.0,6.2,250.0,11.0,6.2,8.0
850,BMW,460.0,460.0,Седан,2215.0,480.0,576.0,269.0,63.0,6.2,209.0,10.2,6.5,8.7
851,BMW,460.0,460.0,Седан,2100.0,520.0,580.0,286.0,61.0,6.0,250.0,9.1,5.3,6.7
852,BMW,460.0,460.0,Седан,2100.0,520.0,580.0,286.0,61.0,6.0,250.0,9.0,5.2,6.6
853,BMW,460.0,460.0,Седан,2070.0,520.0,400.0,306.0,63.0,5.8,250.0,13.1,6.9,9.2
854,BMW,460.0,460.0,Седан,2070.0,520.0,400.0,306.0,63.0,5.8,250.0,12.6,6.5,8.7
855,BMW,460.0,460.0,Седан,2055.0,520.0,400.0,306.0,63.0,5.6,250.0,12.0,6.3,8.4
856,BMW,460.0,460.0,Седан,2055.0,520.0,400.0,306.0,63.0,5.6,250.0,13.2,6.7,9.1
857,BMW,460.0,460.0,Седан,2150.0,520.0,400.0,306.0,63.0,5.5,250.0,13.1,6.8,9.1
858,BMW,460.0,460.0,Седан,2180.0,520.0,400.0,306.0,63.0,5.6,250.0,13.8,7.3,9.7
859,BMW,460.0,460.0,Седан,2135.0,520.0,400.0,306.0,63.0,5.4,250.0,12.4,6.7,8.8
